lokalizacja,opis,cena,do_wynajecia_przez,wspoldzielenie,wielkosc,liczba_pokoi,rodzaj_nieruchomosci,preferowana_plec,palacy,przyjazne_zwierzakom,liczba_wyrazow
"Kraków, Małopolskie","WYSOKI STANDARD 1000zł pokój  STARE MIASTO ul.Karmelicka/ul.Łobzowska
SPEAK ENGLISH! Call or text us :)
DOSTĘPNY OD zaraz
Do wynajęcia nowe mieszkanie a w nim pokój w cichym, wielopokojowym, mieszkaniu przy ul.Łobzowskiej blisko ul. Karmelicka . Pokój posiada balkon.
Mieszkanie jest podłączone do sieci miejskiej więc ogrzewanie jest miejskie.
5 minut pieszo od Rynku Głównego! 
10 min pieszo od Dworca Głównego
Jednym słowem - blisko wszędzie:)
Oddzielna, bardzo duża i jasna kuchnia z jadalnią 
Mieszkanie jest czyste, nowoczesne, ciepłe, umeblowane i wyposażone. 
Znajduje się na 3 piętrze . 
Mieszkanie w ZNAKOMITEJ lokalizacji. 
Bardzo dobry, bezpośredni dojazd uczelni i w każde miejsce Krakowa! 
Najbliższy przystanek na ul.Karmelickiej w odległości ok 300m od mieszkania ;)
Linie tramwajowe: 2, 4, 8, 14, 18, 20, 64, 69, 74, 78, Linie autobusowe: 152, 304, 352, 502, 601, 605, 618, 724, 744, 902 
W pobliżu znajduje się sporo sklepów spożywczych, także 24 h, piekarnie, restauracje, apteki i wiele punktów usługowych.
Mieszkanie świeżo po remoncie, jasne, czyste, nowoczesne, świeże, ciepłe i w pełni umeblowane. 
W
 kuchni 2 lodówki z zamrażarką, kuchenka z piekarnikiem, czajnik, mikrofalówka, kubki, sztućce, garnki, noże, wszystko co jest niezbędne 
aby zamieszkać. 
Na podłodze w pokojach nowe wykładziny, W kuchni i przedpokoju nowe panele, w łazience płytki. 
Łazienka oraz osobne WC! Łazienka wyposażona w prysznic, umywalkę, pralko-suszarke oraz osobna wc. 
Pokój umeblowany jak na zdjęciach. Pokój jest zamykany na klucz! Wszystko w mieszkaniu nowe 
Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku. 
Podpięty bardzo szybki internet!
Cena 1000 zł/os + media (200 zł stała stawka przez cały rok, niezależnie od 
zużycia! W tej kwocie zawarto prąd , gaz , wodę , ogrzewanie, śmieci i opłatę za 
internet. )
Ulica Spasowskiego 6/przecznica z ul.łobzowskiej.\
 Kontakt:
Małgorzata Żak
tel.796189086  
Rafał Starowicz
tel.534838534 
Zapraszam do oglądania :)",1000,Agencja,Nie podano,10,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Tak,Tak,292
"Kraków, Małopolskie","Pokój ma 30 m2, jest nieprzechodni, słoneczny z balkonem.Mieszkanie
wyposażone we wszystkie potrzebne sprzęty. 
W domu mieszkają 4 os. (pracujące i studiujące). Zależy nam na dziewczynie spokojnej, niepalącej, dbającej o porządek. W tym
pokoju już mieszka spokojna dziewczyna więc szukamy dla niej współlokatorki. Znajduje się niedaleko ( 2 przystanki) od Ronda Mogilskiego.Bardzo dobra
infrastruktura: Alma, McDonald's, Castorama, banki, apteki, MultiKino, Park
Wodny, Krokus.Można na piechotę dojść do UEK. Do Centrum 15 min. Nocne
autobusy.Cena jest atrakcyjna : 300 zł (czynsz) + 150-200 zł (media).Nic  tylko tu mieszkać , polecam
serdecznie! Podmiejska 13











Kontakt: Kama 737 357 986; Kasia 605 833 158",300,Właściciel,Współdzielenie pokoju,100,3 pokoje,Mieszkanie,Kobieta,Nie,Nie,99
"Kraków, Małopolskie","CześćMiejsce w pokoju dla chłopaka w domu na ulicy Wesele. Spokojna okolica, dobrze skomunikowana - przystanki Wesele (4, 8, 24) oraz Przybyszewskiego (139, 173, 208, 501). Duża kuchnia, możliwość korzystania z garażu na rower / motocykl, dostęp do ogrodu. Obecnie mieszka tu 4 pracujących chłopaków.Cena zawiera wszystkie opłaty.Kontakt tel, jak nie dam rady odebrać to oddzwonię :)",450,Właściciel,Współdzielenie pokoju,20,2 pokoje,Dom,Mężczyzna,Nie,Nie,54
Mokotów,"Wynajmę ładny pokój w mieszkaniu bez właściciela. Lokalizacja: Mokotów/Stegny. 
Dogodny dojazd praktycznie wszędzie; obok pętla autobusowa;ponadto kilka
 przystanków do metra Wilanowska. Mieszkanie jest zadbane, czyste, wyposażone w niezbędne sprzęty AGD. Pokój ok 20 m., umeblowany, z 
przylegającym po całej długości balkonem. Proszę o kontakt po godz. 16, w weekend cały dzień pod nr tel. 665518113.Zapraszam.",900,Właściciel,Współdzielenie mieszkania/domu,20,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,58
Mokotów,"Do wynajęcia pokój przy ul. Czerniakowskiej w mieszkaniu bez właścicieli
 na Mokotowie. Pokój umeblowany, swobodny dostęp do kuchni z AGD i 
łazienki. Pokój ma 10m2 i znajduje się w trzypokojowym mieszkaniu. W 2 pozostałych pokojach mieszka jeden młody chłopak pracujący a w drugim kobieta młoda studentka.15 
minut od Centrum, bardzo dobry punkt komunikacyjny. W pobliżu sklepy i 
punkty usługowe.
Cena 450 zł + opłaty licznikowe i kaucja 450zł tel. 502 404 369",450,Nie podano,Współdzielenie mieszkania/domu,10,Nie podano,Mieszkanie,Bez preferencji,Tak,Tak,72
Mokotów,"Do wynajęcia pokój dla 1 osoby w mieszkaniu 2-pokojowym z miła starsza pania ( Właścicielka mieszkania) Pokój ma 12m2 jest w pełni umeblowany z nowym łózkiem , szafą i biurkiem w lipcu odmalowany i odświeżony.Bardzo dobra lokalizacja 2min do przystanku autobusowego na Puławskiej.Cena 500zł + opłaty licznikowe 40złtel. 502 404 369",500,Nie podano,Współdzielenie mieszkania/domu,12,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,49
Mokotów,"Czynsz: 850 zł / 1000 zł / 1100 zł / 1200 zł (w zależności od wielkości pokoju)tel. 501 701 043Pokój 1-osobowy w pięciopokojowym mieszkaniu (bez właścicieli) o powierzchni 54 m2 na ulicy Śniardwy na Mokotowie (obok Galerii Mokotów i Mordoru na Domaniewskiej). Mieszkanie znajduje się na 3. piętrze w 4 piętrowym bloku. Pokój zamykany na klucz. W bezpośrednim pobliżu mieszkania: Biedronka, bazarek, Chińczyk, bankomat, apteka, obiady domowe, burgerownia, fryzjer, sklep osiedlowy, Mc Donald’s. 10 minut piechotą do:Galerii Mokotów (2 przystanki autobusowe)Mordoru na Domaniewskiej (2 przystanki autobusowe)Wydziału Zarządzania UWUczelni ŁazarskiegoKilka przystanków autobusowych z połączeniami w różnych kierunkach:Gotarda:3 linie autobusowe dzienne: 136, 138, 5041 linia autobusowa nocna: N34Orzycka:2 linie dzienne: 174, 1931 linia nocna: N36Bełdan (2 przystanki do Metra Służew):4 linie dzienne: 189, 317, 401, 4022 linie nocne: N01, N33Pod blokiem darmowy parking. Mieszkanie po generalnym remoncie – czeka na pierwszych lokatorów: jasne, czyste, ciepłe, umeblowane w wysokim standardzie: Na podłodze w pokojach panele, w kuchni, korytarzu oraz łazience płytki. Umeblowanie pokoju: łóżko, szafa, regał, biurko i krzesło + elementy wystroju wnętrza (np: obraz).Kuchnia wyposażona w lodówkę, mikrofalówkę, czajnik, płytę elektryczną, naczynia. Mieszkanie wyposażone w pralkę, deskę do prasowania, żelazko, suszarkę do ubrań (w każdym pokoju), odkurzacz i przedmioty do utrzymywania porządku.Czynsz: 850 zł / 1000 zł / 1100 zł / 1200 zł (w zależności od wielkości pokoju) + ryczałt na media w wysokości 150 PLN – stała opłata, niezależnie od wielkości zużycia (woda, prąd, centralne ogrzewanie, odbiór śmieci, szybki Internet bezprzewodowy 150Mb)",850,Właściciel,Współdzielenie mieszkania/domu,54,5 pokoi,Mieszkanie,Bez preferencji,Nie,Nie,239
Mokotów,"ul. Tylżycka od Gwiaździstej, blisko metro Marymont, autobus 122, piękny park n/PotokiemPow. 65m 3 pokoje, kuchnia wyposażona, zmywarka, lodówka, pralka.Jest jeszcze jeden 20m pokój umeblowany z balkonem. Mogą mieszkać dwie osoby.Pozostałe pokoje są wynajęte.Cena 900złJeszcze aktualne",900,Właściciel,Współdzielenie mieszkania/domu,20,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,37
Ochota,"Szukam osób pracujących lub studiujących, dbających
 o czystość (preferowana para). W dwóch pozostałych pokojach mieszkają 
osoby pracujące i studiujące.

Do wynajęcia jest duży pokój dwuosobowy w 3 pokojowym mieszkaniu.

Lokalizacja idealna zarówno  dla studentów  jak i 
osób pracujących. W pobliżu WUM, APS. Szybki, bezpośredni dojazd do 
Centrum, Politechniki, Dw. Zachodniego. Najbliższe przystanki to: 
Mołdawska, Pruszkowska, Dickensa także do wyboru jest
 wiele linii autobusowych (128, 136, 175, 188, 504, 154, 208, N01, N38, N88) i tramwajowych (9, 7, 15)
W pobliżu Park Szczęśliwicki, z drugiej strony Pole Mokotowskie, pod blokiem również sporo zieleni.
W najbliższej okolicy dużo sklepów: 2 Biedronki, Simply, Fresh, Lewiatan, Rossman, a po drugiej stronie ulicy TopMarket.

Pokój, o którym mowa ma ok. 20m2. Jest duży i 
jasny, w pełni wyposażony. Łózko (z możliwością dostawienia drugiego), szafa, komoda, szafka, duże biurko z szufladami. W pokoju wyjście na 
balkon.

Pozostała część mieszkania czysta i  w pełni wyposażona: lodówka, pralka, mikrofalówka, kuchenka z piecykiem.

Mieszkanie bardzo wygodne (ok. 55m2), pokoje są 
niezależne. W kuchni jest stół, krzesła. W przedpokoju sporo miejsca na 
buty i kurtki.

Bezproblemowi współlokatorzy i sąsiedzi. 
Pokój będzie wolny od 01.11.2016
Wynajem na nie mniej niż pół roku, a najchętniej na dłużej. Koszt pokoju
 to 2x 650 zł (1300 zł). Jest to kwota już ze wszystkimi opłatami (w tym
 szybki internet)
Kaucja zwrotna w wysokości miesięcznego czynszu. 
Zapraszam do oglądania Marta 725435556",1300,Właściciel,Współdzielenie mieszkania/domu,55,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,225
Praga Północ,Witam Do wynajęcia od 01.11 duży pokój z balkonem dla jednej osoby lub pary . Wszelkich informacji udzielę telefonicznie . Zapraszam :),1000,Właściciel,Współdzielenie mieszkania/domu,56,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,19
Praga Południe,"Witam, mam do wynajęcia pokój w mieszkaniu czteropokojowym (ok 70 m2)
 przy Rondzie Wiatraczna. Pokój ma ok. 20 m2 jest widny, przytulny oraz 
umeblowany. Istnieje możliwość zabrania mebli bądź dostawienia 
potrzebnych na życzenie nowego lokatora. Idealny dla osoby, która 
posiada dużo rzeczy :)Poszukujemy osoby spokojnej, niepalącej, lubiącej czystość oraz akceptującej psy (mieszka z nami mały yorkshire 
terrier, także nie będzie wadzić również alergikom). Preferujemy osoby 
wieku 25+. Płeć kobieta.Bardzo dobry dojazd do centrum i do metra (ok. 10-15 min). Rondo Wiatraczna jest świetnym punktem komunikacyjnym.Cena to 850 zł/miesiąc w tym opłaty. Jednomiesięczna kaucja.W celu umówienia się na zobaczenie pokoju i poznaniu lokatorów proszę dzwonić pod numer: 506036884 Daria, nie odpowiadam na maile z braku czasu :)",850,Właściciel,Współdzielenie mieszkania/domu,20,4 pokoje,Mieszkanie,Kobieta,Nie,Tak,117
Praga Południe,"ul. Szaserów- pokój o powierzchni 13 m2 do wynajęcia od zaraz w bloku na
 piętrze (Praga Południe- Grochów). Pokój posiada wszystkie meble: 
szafa, łóżko, szafki, biurko, regał). W mieszkaniu mieszkają właściciele
 w średnim wieku. Kuchnia i łazienka do użytku wspólnego. Można 
korzystac z wszelakiego sprzętu AGD i RTV. Bardzo dobra lokalizacja, blisko przystanek z autobusami, niedaleko tramwaje. W pobliżu Rondo 
Wiatraczna, Biedronka, szpital niedaleko, park, kościół. Cena za wynajem
 wynosi 550 zł plus opłaty za licznikitel. 502 404 369",550,Nie podano,Współdzielenie mieszkania/domu,13,Nie podano,Mieszkanie,Bez preferencji,Tak,Tak,79
Praga Południe,"Do wynajęcia jedno osobowy pokój w budynku przy parku Skaryszewskim do opłat 800 zł dochodzą jeszcze rachunki za media około 50 zł miesięcznie w cenie interner 100 Mb/s. W pokoju regał, szafa biurko, łóżko. Kuchnia dobrze wyposażona. Na przedpokoju również znajduje się szafa w której można trzymać swoje rzeczy.Mieszkanie zadbane, najlepiej dzwonić lub pisać sms od dzwonie.",800,Właściciel,Współdzielenie mieszkania/domu,6,4 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,58
Śródmieście,"Podobno najlepiej jest wynająć pokój (mieszkanie) od osoby, która niechętnie go opuszcza. Zdecydowanie ja do nich należę - z wielką chęcią spędziłbym tutaj kolejne 4 lata, albo i dłużej. No ale nie mogę, stąd to ogłoszenie - szansa dla Ciebie.Do wynajęcia jest największy pokój w bardzo przytulnym mieszkaniu, w fantastycznej lokalizacji - przy samym Placu Konstytucji. Nie tylko z nazwy, ale i adresu. Załączam zdjęcia widoku z okna. :)Ogólnie wszystkie zdjęcia robiłem na szybko, telefonem - mieszkanie bez żadnej charakteryzacji. Myślę, że to właściwie duży walor. I ja, i dwoje współlokatorów (Ola i Piotrek) bardzo sobie mieszkanie tutaj chwalimy. Każde z nas zajmuje inny pokój. Ja muszę wracać nad morze, zatem zwalniam ten po sobie.Cena za miesiąc - wszystkie duże i małe druczkiCena wynajmu to 1050 złotych miesięcznie plus jedynie opłata za Internet (poniżej 30/mc). Właściwie jest to 950 złotych czynszu dla właściciela z tytułu umowy, plus 100 złotych zaliczki na poczet mediów, które są rozliczane na podstawie spływających pocztą rachunków. Ale nigdy nie wyszło więcej, jak ta stówa (a mieszkam tu, jak widać, od 4 lat), także dodatkowych opłat nie należy się spodziewać. Żadnych. :)Ile trzeba wybulić, żeby zamieszkać?Jak to zwykle bywa, przy wprowadzaniu się trzeba uiścić kaucję. O ile każdy z nas płaci nieco inny czynsz (proporcjonalnie do wielkości pokoju, rachunki po równo), o tyle kaucja dla każdego wynosi tyle samo: 800 złotych. Po okresie najmu oczywiście jest zwracana. Co więcej, ostatnia sprawa - odstępne za mebelki. Kiedy się wprowadzałem, kupiłem tutaj widoczne na zdjęciach biurko z regałem - duże i naprawdę praktyczne, łóżko i fotel do biurka, naprawdę wygodny. Łóżko DZISIAJ (ja wiem, niewiarygodne) odmówiło posłuszeństwa i rama złamała się na pół - zatem jego się pozbędę. Zostają biurko z regałem i fotel (plus oczywiście pozostałe meble widoczne na zdjęciach, które są stąd). Przewóz ze sobą moich mebli byłby dla mnie sporym utrudnieniem, a wydaje mi się, że ekstra tutaj pasują. W Ikei nówki kosztują łącznie 807 złotych (vide ich strona), ja proponuję 400 złotych odstępnego - te meble będą Twoje. O wysokości tej kwoty możemy pogadać, pozostałe opłaty są absolutnie sztywne.Umowa - dlaczego nie przez właściciela?Ogłoszenie wrzucam ja, ponieważ okres obowiązywania umowy zaczął się z początkiem sierpnia (i trwa do końca lipca). Jako że muszę zmykać nagle, wziąłem na siebie znalezienie swojego następcy (czy też następczyni). Podpisujesz jednak umowę dwustronną między właścicielem mieszkania a całą Waszą trójką (Tobą, Piotrkiem i Olą), mnie w tym już nie ma i nie będzie. Pieniądze będziesz przelewać wyłącznie właścicielowi. :) Oczywiście istnieje możliwość przedłużania wynajmu na kolejny rok/kolejne lata, to zależy wyłącznie od Ciebie.Jak się kontaktować, kiedy oglądanie?Kontaktuj się najlepiej telefonicznie. Oglądać można od... teraz. :) Aby zaklepać sobie miejsce, trzeba będzie zapłacić mi kaucję (moją kwotę ma właściciel, prosty szacher-macher xd) plus odstępne. Oczywiście wystawię kwit z wszystkimi danymi z dowodu, możesz się nie martwić. Jako że sprawa jest dla mnie naprawdę pilna, pierwszeństwo będzie miała ta osoba, która pierwsza położy kasę na stół - nie mam czasu, by komuś coś trzymać do zastanowienia się.Najem od początku listopada (1 XI), ale jestem w stanie być o kilka dni elastyczny - daj mi się stąd po prostu zabrać. :) Zachęcam do obejrzenia! Godziny dowolne, załatwmy to szybko... :D",1050,Właściciel,Współdzielenie mieszkania/domu,13,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,519
Śródmieście,"Ogłoszenie Pańska

 

BEZPOŚREDNIO do wynajęcia pokój
przy Emilii Plater

 

Mieszkanie z widokiem na ul.
Emilii Plater i Pałac Kultury

 

Mieszkanie odnowione , 4pokojowe, każdy pokój zamykany

 

wspólna łazienka i kuchnia w
pełni wyposażona

 

Każdy pokój wyposażony w łózko
stolik i szafę 

 

Mieszkanie znajduje się na
ul.Pańskiej 3 przy Metrze Rondo ONZ 

 

Doskonała komunikacja i
prestiżowa lokalizacja w sąsiedztwie Złote Tarasy

 

jborczon@gmail.com

608840585

516350530",1550,Właściciel,Współdzielenie mieszkania/domu,55,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,63
Śródmieście,"Tanio wynajmę pokój dwuosobowy, Centrum, b ezpośrednio, bez właściciela, cichy, Internet, TV, media.",450,Właściciel,Współdzielenie pokoju,15,2 pokoje,Inne,Mężczyzna,Tak,Tak,13
Śródmieście,"Ogłoszenie Pańska

 

BEZPOŚREDNIO do wynajęcia pokój
przy Emilii Plater

 

Mieszkanie z widokiem na ul.
Emilii Plater i Pałac Kultury

 

Mieszkanie odnowione , 4pokojowe, każdy pokój zamykany

 

wspólna łazienka i kuchnia w
pełni wyposażona

 

Każdy pokój wyposażony w łózko
stolik i szafę 

 

Mieszkanie znajduje się na
ul.Pańskiej 3 przy Metrze Rondo ONZ 

 

Doskonała komunikacja i
prestiżowa lokalizacja w sąsiedztwie Złote Tarasy

 

jborczon@gmail.com

608840585

516350530",1550,Właściciel,Współdzielenie mieszkania/domu,55,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,63
Targówek,"POKOJE 2, 3, 4 OSOBOWE NA ZACISZU, w pełni wyposażone, dla osób pracujących, uczących się.Pokoje są umeblowane, RTV, AGD, internet - bez właścicieli, bez kaucji. 2 minuty do przystanku, 20 minut do Centrum.400 zł od osoby, bez dodatkowych opłat.",400,Właściciel,Współdzielenie pokoju,20,4 pokoje,Dom,Bez preferencji,Tak,Tak,39
Targówek,"DO WYNAJĘCIA: pokój dwuosobowy -580 zł za miesiąc od osoby za miejsce, oraz pokój czteroosobowy - 550 zł za miesiąc od osoby za miejsce ( 4 wolne miejsca ) . Bez dodatkowych opłat. Pokoje mieszczą się na piętrze domu wielorodzinnego. Piętro do dyspozycji wynajmujących, na którym znajduje się między innymi aneks kuchenny, łazienka z prysznicem, balkon. W każdym pokoju telewizor, dostęp do Wi-Fi, pościel, stoliki, szafki itp. Samodzielne, odzielne wejście. Wejście na teren posesji i domu za pomocą kodu, więc wynajmujący może wyjść i wejść o każdej porze dnia i nocy. Obiekt bezpieczny, monitorowany. BEZ KAUCJI, płatność z góry za miesiąc. Obok sklep Biedronka, oraz In Post. W pobliżu autobusy linii: 190, 718, 145, 738, 199, 512, 738, 740, 805, 412, 527, 345, N61, N62, N66, oraz stacja PKP Wilno Zacisze. KONTAKT TELEFONICZNY: 505734802, 505734543 ZAPRASZAMY



ОРЕНДА: Подвійний -580 злотих на місяць на людину за місце, і чотиримісному номері - 550 злотих на місяць на людину за місце (4 вакансії). Ніяких додаткових зборів. Номери розташовані на поверсі багатоквартирного будинку. Поверх доступні орендодавцям, для яких є, зокрема, міні-кухня, ванна кімната з душовою кабіною, балкон. В кожному номері телевізор і доступ до Wi-Fi. Незалежний, odzielne вхід. Вхід у власність і будинки, використовуючи код, так що господар може приходити і йти в будь-який час дня чи ночі. В готелі сейф, моніторинг. НІ ДЕПОЗИТ, авансовий платіж за місяць. Поруч з магазин Божа корівка, і в пост. Місця автобусні лінії: 190, 718, 145, 738, 199, 512, 738, 740, 805, 412, 527, 345, N61, N62, N66, і залізничний вокзал Вільнюса Zacisze. CALL: 505734802, 505734543 ДОБРО





АРЭНДА: Падвойны -580 
злотых у месяц на чалавека за месца, і чатырохмясцовым нумары - 550 злотых у месяц на чалавека за месца (4 вакансіі). Ніякіх дадатковых збораў. Нумары размешчаны на паверсе шматкватэрнага дома. Паверх даступныя арэндадаўцам, для якіх ёсць, у прыватнасці, міні-кухня, ванная пакой з душавой кабінай, балкон. У кожным нумары тэлевізар і доступ да Wi-Fi. Незалежны, odzielne ўваход. Уваход ва ўласнасць і дома, выкарыстоўваючы код, так што гаспадар можа прыходзіць і сыходзіць у любы час дня або ночы. У гатэлі сейф, маніторынг. НЕ Дэпазіт, авансавы плацёж за месяц. Побач з магазін Божая кароўка, і ў пост. Бліжэйшыя аўтобусныя лініі: 190, 718, 145, 738, 199, 512, 738, 740, 805, 412, 527, 345, N61, N62, N66, і чыгуначны вакзал Вільнюса Zacisze. CALL: 505734802, 505734543 Сардэчна",550,Właściciel,Współdzielenie pokoju,100,Nie podano,Dom,Mężczyzna,Tak,Tak,383
